Year_x,Country_x,Song,Artist_x,Songwriter(s),Running Order,Semi Final Points,Total Points,Location,#,Country_y,#.1,Artist_y,Language,Pl.,Sc.,Eurovision_Number,Year_y,Host_Country,Host_City,Lyrics,lyrics
2007,Serbia,Molitva (Молитва),Marija Šerifović,"Vladimir Graić
Saša Milošević Mare",17.0,298.0,268.0,Helsimki,1044,Serbia,1,Marija Šerifović,Serbian,1,268,52,2007,Finland,Helsinki,"Ni oka da sklopim
Postelja prazna tera san
A život se topi
I nestaje brzo, k'o dlanom o dlan

K'o razum da gubim
Jer stvarnost I ne primećujem
Još uvek te ljubim
Još uvek ti slepo verujem

K'o luda, ne znam kuda
Ljubavi se nove bojim
A dane, žive rane
Više ne brojim

Molitva, kao žar na mojim usnama je
Molitva, mesto reči samo ime tvoje
Nebo zna, kao ja
Koliko puta sam ponovila
To nebo zna, baš kao ja
Da je ime tvoje moja jedina
Molitva

Al Bogu ne mogu
Lagati sve dok se molim
A lažem ako kažem
Da te ne volim

Molitva, kao žar na mojim usnama je
Molitva, mesto reči samo ime tvoje
Nebo zna, kao ja
Koliko puta sam ponovila
To nebo zna, baš kao ja
Da je ime tvoje moja
Molitva

Nebo zna, kao ja
Koliko puta sam ponovila
To nebo zna, baš kao ja
Da je ime tvoje moja jedina
Molitva

Da je ime tvoje moja
Molitva","I'm wide awake
An empty bed drives my dreams away
Life melts like ice
Disappears in the twinkling of an eye I'm losing my mind,
Pushing reality out of sight
Our lips are touching softly
You're the one I believe blindly I walk around like crazy
Falling in love frightens me
Days are like wounds
Countless and hard to get through Prayer.It burns my sore lips like a fire
Prayer.Thy name is something I admire
Heaven knows just as well as I do
So many times I have cried over you
Heaven knows just as well as I do
I pray and live only for you I can't lie to God
As I kneel down and pray
You're the love of my life
That's the only thing I can say"
2008,Russia,Believe,Dima Bilan,Dima Bilan,24.0,135.0,272.0,Belgrade,1089,Russia,12,Dima Bilan (2),English,1,272,53,2008,Serbia,Belgrade,"[Verse 1]
Even when the thunder and storm begins
I’ll be standing strong like a tree in the wind
Nothing’s gonna move this mountain or change my direction
I’m falling off the sky and I’m all alone
The courage that’s inside is gonna break my fall
Nothing’s gonna dim my light within

[Pre-Chorus]
But if I keep going on
It will never be impossible
Not today...

[Chorus]
‘Cause I’ve got something to believe in
As long as I’m breathing
There is not a limit to what I can dream
‘Cause I got something to believe in
Mission to keep climbing
Nothing else can stop me if I just believe
And I believe in me

[Verse 2]
Even when the world tries to pull me down
Tell me that I can ,try to turn me around
I won’t let them put my fire out, without no

[Pre-Chorus]
But if I keep going on
It will never be impossible
Not today...

[Chorus]
Yes, I got something to believe in
As long as I’m breathing
There is not a limit to what I can dream
‘Cause I got something to believe in
Mission to keep climbing
Nothing else can stop me if I just believe
And I believe

[Bridge]
I can do it all
Open every door
Turn unthinkable to reality
You see, I can do it all and more

[Post-Bridge]
Believe in, as long as I’m breathing
There is not a limit to what I can dream

[Outro-Chorus]
Believing, mission to keep climbing
Nothing else can stop me if I just believe
And I believe in me","[Verse 1]
Even when the thunder and storm begins
I’ll be standing strong like a tree in the wind
Nothing’s gonna move this mountain or change my direction
I’m falling off the sky and I’m all alone
The courage that’s inside is gonna break my fall
Nothing’s gonna dim my light within

[Pre-Chorus]
But if I keep going on
It will never be impossible
Not today...

[Chorus]
‘Cause I’ve got something to believe in
As long as I’m breathing
There is not a limit to what I can dream
‘Cause I got something to believe in
Mission to keep climbing
Nothing else can stop me if I just believe
And I believe in me

[Verse 2]
Even when the world tries to pull me down
Tell me that I can ,try to turn me around
I won’t let them put my fire out, without no

[Pre-Chorus]
But if I keep going on
It will never be impossible
Not today...

[Chorus]
Yes, I got something to believe in
As long as I’m breathing
There is not a limit to what I can dream
‘Cause I got something to believe in
Mission to keep climbing
Nothing else can stop me if I just believe
And I believe

[Bridge]
I can do it all
Open every door
Turn unthinkable to reality
You see, I can do it all and more

[Post-Bridge]
Believe in, as long as I’m breathing
There is not a limit to what I can dream

[Outro-Chorus]
Believing, mission to keep climbing
Nothing else can stop me if I just believe
And I believe in me"
2009,Norway,Fairytale,Alexander Rybak,Alexander Rybak,20.0,201.0,387.0,Moscow,1138,Norway,48,Alexander Rybak,English,1,387,54,2009,Russia,Moscow,"[Verse 1]
Years ago, when I was younger
I kinda liked a girl I knew
She was mine and we were sweethearts
That was then, but then it’s true

[Chorus 1]
I’m in love with a fairytale
Even though it hurts
’Cause I don’t care if I lose my mind
I’m already cursed

[Verse 2]
Every day, we started fighting
Every night, we fell in love
No one else could make me sadder
But no one else could lift me high above
I don’t know what I was doing
When suddenly, we fell apart
Nowadays, I cannot find her
But when I do, we’ll get a brand-new start

[Chorus 1]
I’m in love with a fairytale
Even though it hurts
’Cause I don’t care if I lose my mind
I’m already cursed

[Chorus 2]
She’s a fairytale, yeah
Even though it hurts
’Cause I don’t care if I lose my mind
I’m already cursed","[Verse 1]
Years ago, when I was younger
I kinda liked a girl I knew
She was mine and we were sweethearts
That was then, but then it’s true

[Chorus 1]
I’m in love with a fairytale
Even though it hurts
’Cause I don’t care if I lose my mind
I’m already cursed

[Verse 2]
Every day, we started fighting
Every night, we fell in love
No one else could make me sadder
But no one else could lift me high above
I don’t know what I was doing
When suddenly, we fell apart
Nowadays, I cannot find her
But when I do, we’ll get a brand-new start

[Chorus 1]
I’m in love with a fairytale
Even though it hurts
’Cause I don’t care if I lose my mind
I’m already cursed

[Chorus 2]
She’s a fairytale, yeah
Even though it hurts
’Cause I don’t care if I lose my mind
I’m already cursed"
2009,Norway,Fairytale,Alexander Rybak,Alexander Rybak,20.0,201.0,387.0,Moscow,1431,Albania,13,Eneda Tarifa,English,-,-,61,2016,Sweden,Stockholm,"[Verse 1]
This tale of love
Larger than dreams
It may take a lifetime
To understand what it means
So many tears
All the craziness and rage
Tale of love, love
The message is love can bring change

[Pre-Chorus]
Cause it's you, only you
You I feel
And I, oh I
I know in my soul this is real

[Chorus]
And that's why I love you, oh oh
Yes I love you, oh oh
And I'd fight for you, give my life for you
My heart

[Verse 2]
But comes a day when it's not enough
What you have, and the time is up
But it's hard to turn a new page
In this tale, sweet tale of love
You will find peace in your heart
That you crave

[Bridge]
Oh oh oh oh ohoh oh
Ohoh oh ohoh
Oh oh oh oh ohoh oh
Ohoh oh ohoh
Oh oh oh oh ohoh oh
Ohoh oh ohoh

[Chorus]
And that's why I love you, oh oh
Yes I love you, oh oh
And I'd fight for you, give my life for you
My heart
And that's why I love you, oh oh
Yes I love you, oh oh
And I'd fight for you, give my life for you
My heart","[Verse 1]
This tale of love
Larger than dreams
It may take a lifetime
To understand what it means
So many tears
All the craziness and rage
Tale of love, love
The message is love can bring change

[Pre-Chorus]
Cause it's you, only you
You I feel
And I, oh I
I know in my soul this is real

[Chorus]
And that's why I love you, oh oh
Yes I love you, oh oh
And I'd fight for you, give my life for you
My heart

[Verse 2]
But comes a day when it's not enough
What you have, and the time is up
But it's hard to turn a new page
In this tale, sweet tale of love
You will find peace in your heart
That you crave

[Bridge]
Oh oh oh oh ohoh oh
Ohoh oh ohoh
Oh oh oh oh ohoh oh
Ohoh oh ohoh
Oh oh oh oh ohoh oh
Ohoh oh ohoh

[Chorus]
And that's why I love you, oh oh
Yes I love you, oh oh
And I'd fight for you, give my life for you
My heart
And that's why I love you, oh oh
Yes I love you, oh oh
And I'd fight for you, give my life for you
My heart"
2010,Germany,Satellite,Lena,"Julie Frost
John Gordon ",22.0,,246.0,Oslo,1195,Germany,54,Lena,English,1,246,55,2010,Norway,Oslo,"[Verse 1]
I went everywhere for you
I even did my hair for you
I bought new underwear, they're blue
And I wore 'em just the other day
Love, you know I'd fight for you
I left on the porch light for you
Whether you are sweet or cruel
I'm gonna love you either way

[Chorus]
Love, oh, love
I gotta tell you how I feel about you
'Cause I, oh, I
Can't go a minute without your love
Like a satellite, I'm in an orbit all the way around you
And I would fall out into the night
Can't go a minute without your love

[Verse 2]
Love, I got it bad for you
I saved the best I have for you
You sometimes make me sad and blue
Wouldn't have it any other way
Love, my aim is straight and true
Cupid's arrow is just for you
I even painted my toenails for you
I did it just the other day

[Chorus]
Love, oh, love
I gotta tell you how I feel about you
'Cause I, oh, I
Can't go a minute without your love
Like a satellite, I'm in an orbit all the way around you
And I would fall out into the night
Can't go a minute without your
Love, oh, love
I gotta tell you how I feel about you
'Cause I, oh, I
Can't go a minute without your love

[Bridge]
Where you go, I follow
You set the pace, we take it fast or slow
I follow in your wake
Oh, oh, oh
You got me, you got me
A force more powerful than gravity
It's physics, there's no escape

[Pre-Chorus]
Love, my aim is straight and true
Cupid's arrow is just for you
I even painted my toenails for you
I did it just the other day

[Chorus]
Love, oh, love
I gotta tell you how I feel about you
'Cause I, oh, I
Can't go a minute without your love
Like a satellite, I'm in an orbit all the way around you
And I would fall out into the night
Can't go a minute without your love
Love, oh, love
I gotta tell you how I feel about you
'Cause I, oh, I
Can't go a minute without your love

[Outro]
Love, oh, love
Love, love, love","[Verse 1]
I went everywhere for you
I even did my hair for you
I bought new underwear, they're blue
And I wore 'em just the other day
Love, you know I'd fight for you
I left on the porch light for you
Whether you are sweet or cruel
I'm gonna love you either way

[Chorus]
Love, oh, love
I gotta tell you how I feel about you
'Cause I, oh, I
Can't go a minute without your love
Like a satellite, I'm in an orbit all the way around you
And I would fall out into the night
Can't go a minute without your love

[Verse 2]
Love, I got it bad for you
I saved the best I have for you
You sometimes make me sad and blue
Wouldn't have it any other way
Love, my aim is straight and true
Cupid's arrow is just for you
I even painted my toenails for you
I did it just the other day

[Chorus]
Love, oh, love
I gotta tell you how I feel about you
'Cause I, oh, I
Can't go a minute without your love
Like a satellite, I'm in an orbit all the way around you
And I would fall out into the night
Can't go a minute without your
Love, oh, love
I gotta tell you how I feel about you
'Cause I, oh, I
Can't go a minute without your love

[Bridge]
Where you go, I follow
You set the pace, we take it fast or slow
I follow in your wake
Oh, oh, oh
You got me, you got me
A force more powerful than gravity
It's physics, there's no escape

[Pre-Chorus]
Love, my aim is straight and true
Cupid's arrow is just for you
I even painted my toenails for you
I did it just the other day

[Chorus]
Love, oh, love
I gotta tell you how I feel about you
'Cause I, oh, I
Can't go a minute without your love
Like a satellite, I'm in an orbit all the way around you
And I would fall out into the night
Can't go a minute without your love
Love, oh, love
I gotta tell you how I feel about you
'Cause I, oh, I
Can't go a minute without your love

[Outro]
Love, oh, love
Love, love, love"
2011,Azerbaijan,Running Scared,Ell and Nikki,"Stefan Örn
Sandra Bjurman
Iain James Farquharson",19.0,122.0,221.0,Dussëldorf,1213,Azerbaijan,4,Ell/Nikki,English,1,221,56,2011,Germany,Düsseldorf,"[Verse 1: Eldar Gasimov & Nigar Jamal]
Come to me, come to me tonight
God, I need you, anyway
Baby, I just wanna be, be around you all the time
God, I need you, oh

[Chorus: Both]
I'm running, I'm scared tonight
I'm running, I'm scared of life
I'm running, I'm scared of breathing
'Cause I adore you
I'm running, I'm scared tonight
I'm running, I'm scared of breathing
'Cause I adore you

[Verse 2: Eldar Gasimov & Nigar Jamal]
Come to me, come to me a bit more
God, I need you
There's nothing left for me to say
So rest on me, darling
Stay forever more
God, I need you, I need you

[Chorus: Both]
I'm running, I'm scared tonight
I'm running, I'm scared of life
I'm running, I'm scared of breathing
'Cause I adore you
I'm running, I'm scared tonight
I'm running, I'm scared of breathing
'Cause I adore you

[Pre-Chorus: Eldar Gasimov & both]
What I wouldn't give away
To be your shelter and keep you safe
Keep you safe
Keep you safe

[Chorus: Both]
I'm running, I'm scared tonight
I'm running, I'm scared of life
I'm running, I'm scared of breathing
'Cause I adore you
I'm running, I'm scared tonight
I'm running, I'm scared of breathing
'Cause I adore you

[Outro: Eldar Gasimov]
And I'm running
And I'm running scared
'Cause I adore you","[Verse 1: Eldar Gasimov & Nigar Jamal]
Come to me, come to me tonight
God, I need you, anyway
Baby, I just wanna be, be around you all the time
God, I need you, oh

[Chorus: Both]
I'm running, I'm scared tonight
I'm running, I'm scared of life
I'm running, I'm scared of breathing
'Cause I adore you
I'm running, I'm scared tonight
I'm running, I'm scared of breathing
'Cause I adore you

[Verse 2: Eldar Gasimov & Nigar Jamal]
Come to me, come to me a bit more
God, I need you
There's nothing left for me to say
So rest on me, darling
Stay forever more
God, I need you, I need you

[Chorus: Both]
I'm running, I'm scared tonight
I'm running, I'm scared of life
I'm running, I'm scared of breathing
'Cause I adore you
I'm running, I'm scared tonight
I'm running, I'm scared of breathing
'Cause I adore you

[Pre-Chorus: Eldar Gasimov & both]
What I wouldn't give away
To be your shelter and keep you safe
Keep you safe
Keep you safe

[Chorus: Both]
I'm running, I'm scared tonight
I'm running, I'm scared of life
I'm running, I'm scared of breathing
'Cause I adore you
I'm running, I'm scared tonight
I'm running, I'm scared of breathing
'Cause I adore you

[Outro: Eldar Gasimov]
And I'm running
And I'm running scared
'Cause I adore you"
2012,Sweden,Euphoria,Loreen,"Thomas G:son
Peter Boström",17.0,181.0,372.0,Baku,1267,Sweden,52,Loreen,English,1,372,57,2012,Azerbaijan,Baku,"[Verse 1]
Why, why can’t this moment last forevermore?
Tonight, tonight eternity’s an open door
No, don’t ever stop doing the things you do
Don’t go, in every breath I take I’m breathing you

[Chorus]
Euphoria
Forever, till the end of time
From now on, only you and I
We’re going u-u-u-u-u-u-up
Euphoria
An everlasting piece of art
A beating love within my heart
We’re going u-u-u-u-u-u-up

[Verse 2]
We are here, we’re all alone in our own universe
We are free, where everything’s allowed and love comes first
Forever and ever together, we sail into infinity
We’re higher and higher and higher, we’re reaching for divinity

[Chorus]
Euphoria
Forever, till the end of time
From now on, only you and I
We’re going u-u-u-u-u-u-up
Euphoria
An everlasting piece of art
A beating love within my heart
We’re going u-u-u-u-u-u-up

[Interlude]
Forever, we sail into infinity
We’re higher, we’re reaching for divinity…

[Chorus]
Euphoria, euphoria
We’re going u-u-u-u-u-u-up
Euphoria...
An everlasting piece of art
A beating love within my heart
We’re going u-u-u-u-u-u-up
Euphoria, euphoria
We’re going u-u-u-u-u-u-up","[Verse 1]
Why, why can’t this moment last forevermore?
Tonight, tonight eternity’s an open door
No, don’t ever stop doing the things you do
Don’t go, in every breath I take I’m breathing you

[Chorus]
Euphoria
Forever, till the end of time
From now on, only you and I
We’re going u-u-u-u-u-u-up
Euphoria
An everlasting piece of art
A beating love within my heart
We’re going u-u-u-u-u-u-up

[Verse 2]
We are here, we’re all alone in our own universe
We are free, where everything’s allowed and love comes first
Forever and ever together, we sail into infinity
We’re higher and higher and higher, we’re reaching for divinity

[Chorus]
Euphoria
Forever, till the end of time
From now on, only you and I
We’re going u-u-u-u-u-u-up
Euphoria
An everlasting piece of art
A beating love within my heart
We’re going u-u-u-u-u-u-up

[Interlude]
Forever, we sail into infinity
We’re higher, we’re reaching for divinity…

[Chorus]
Euphoria, euphoria
We’re going u-u-u-u-u-u-up
Euphoria...
An everlasting piece of art
A beating love within my heart
We’re going u-u-u-u-u-u-up
Euphoria, euphoria
We’re going u-u-u-u-u-u-up"
2013,Denmark,Only Teardrops,Emmelie de Forest,"Lise Cabble
Julia Fabrin Jakobsen
Thomas Stengaard",18.0,167.0,281.0,Malmö,1285,Denmark,42,Emmelie de Forest,English,1,281,58,2013,Sweden,Malmö,"[Verse 1]
The sky is red tonight
We're on the edge tonight
No shooting star to guide us

[Pre-Chorus]
Eye for an eye
Why tear each other apart?
Please tell me why
Why do we make it so hard?
Look at us now
We only got ourselves to blame
It's such a shame

[Chorus]
How many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops

[Verse 2]
So come and face me now
Here on the stage tonight
Let's leave the past behind us

[Pre-Chorus]
Eye for an eye
Why tear each other apart?
Please tell me why
Why do we make it so hard?
Look at us now
We only got ourselves to blame
It's such a shame

[Chorus]
Tell me how many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops

[Bridge]
What's come between us?
What's come between us?
Only teardrops
What's come between us?
What's come between us?

[Chorus]
How many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops

[Post-Chorus]
Only teardrops
Only teardrops
Only teardrops

[Chorus]
How many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops","[Verse 1]
The sky is red tonight
We're on the edge tonight
No shooting star to guide us

[Pre-Chorus]
Eye for an eye
Why tear each other apart?
Please tell me why
Why do we make it so hard?
Look at us now
We only got ourselves to blame
It's such a shame

[Chorus]
How many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops

[Verse 2]
So come and face me now
Here on the stage tonight
Let's leave the past behind us

[Pre-Chorus]
Eye for an eye
Why tear each other apart?
Please tell me why
Why do we make it so hard?
Look at us now
We only got ourselves to blame
It's such a shame

[Chorus]
Tell me how many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops

[Bridge]
What's come between us?
What's come between us?
Only teardrops
What's come between us?
What's come between us?

[Chorus]
How many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops

[Post-Chorus]
Only teardrops
Only teardrops
Only teardrops

[Chorus]
How many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops"
2014,Austria,Rise Like a Phoenix,Conchita Wurst,"Charlie Mason
Joey Patulka
Ali Zuckowski
Julian Maas",11.0,169.0,290.0,Copenhagen,1341,Austria,47,Conchita Wurst,English,1,290,59,2014,Denmark,Copenhagen,"[Verse 1]
Waking in the rubble
Walking over glass
Neighbors say we’re trouble
Well that time has passed
Peering from the mirror
No, that isn’t me
Stranger getting nearer
Who can this person be

[Pre-Chorus 1]
You wouldn't know me at all today
From the fading light, I fly

[Chorus]
Rise like a phoenix
Out of the ashes
Seeking rather than vengeance, retribution
You were warned
Once I'm transformed, once I’m reborn
You know I will rise like a phoenix
But you're my flame

[Verse 2]
Go about your business
Act as if you’re free
No one could have witnessed
What you did to me

[Pre-Chorus 2]
Cause you wouldn’t know me today
And you have got to see
To believe
From the fading light, I fly

[Chorus]
Rise like a phoenix
Out of the ashes
Seeking rather than vengeance, retribution
You were warned
Once I'm transformed, once I’m reborn

[Bridge]
I rise up to the sky
You threw me down but
I'm gonna fly

[Chorus]
And rise like a phoenix
Out of the ashes
Seeking rather than vengeance, retribution
You were warned
Once I'm transformed, once I’m reborn
You know I will rise like a phoenix
But you’re my flame","[Verse 1]
Waking in the rubble
Walking over glass
Neighbors say we’re trouble
Well that time has passed
Peering from the mirror
No, that isn’t me
Stranger getting nearer
Who can this person be

[Pre-Chorus 1]
You wouldn't know me at all today
From the fading light, I fly

[Chorus]
Rise like a phoenix
Out of the ashes
Seeking rather than vengeance, retribution
You were warned
Once I'm transformed, once I’m reborn
You know I will rise like a phoenix
But you're my flame

[Verse 2]
Go about your business
Act as if you’re free
No one could have witnessed
What you did to me

[Pre-Chorus 2]
Cause you wouldn’t know me today
And you have got to see
To believe
From the fading light, I fly

[Chorus]
Rise like a phoenix
Out of the ashes
Seeking rather than vengeance, retribution
You were warned
Once I'm transformed, once I’m reborn

[Bridge]
I rise up to the sky
You threw me down but
I'm gonna fly

[Chorus]
And rise like a phoenix
Out of the ashes
Seeking rather than vengeance, retribution
You were warned
Once I'm transformed, once I’m reborn
You know I will rise like a phoenix
But you’re my flame"
2015,Sweden,Heroes,Måns Zelmerlöw,"Anton Hård af Segerstad
Joy Deb
Linnea Deb",10.0,217.0,365.0,Vienna,1385,Sweden,55,Måns Zelmerlöw,English,1,365,60,2015,Austria,Vienna,"[Verse 1]
Don't tell the gods I left a mess
I can't undo what has been done
Let's run for cover
What if I'm the only hero left
You better fire off your gun, once and forever
He said go dry your eyes and live your life like there is no tomorrow, son
And tell the others to go sing it like a hummingbird
The greatest anthem ever heard

[Chorus 1]
We are the heroes of our time
But we're dancing with the demons in our minds
We are the heroes of our time
Hero-oh-o-o-oes. o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-uh-o-o-o
O-oh-o-o-oh
We are the heroes of our time
Hero-oh-o-o-oes, o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-oh-o-o-oes, o-uh-o-o-oh

[Verse 2]
The crickets sing a song for you
Don't say a word, don't make a sound
It's life's creation
I make worms turn into butterflies
Wake up and turn this world around in appreciation
He said I never left your side
When you were lost I followed right behind
Was your foundation
Now go sing it like a hummingbird
The greatest anthem ever heard

[Chorus 1]
We are the heroes of our time
Hero-uh-o-o-oes, o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-oh-o-o-oes, o-uh-o-o-oh
(We keep dancing with the demons)
(You could be a hero)

[Bridge]
Now go sing it like a hummingbird
The greatest anthem ever heard
Now sing together

[Chorus 2]
We are the heroes of our time
(Hero-oh-o-o-oes. o-uh-o-o-oh)
But we're dancing with the demons in our minds
(Hero-oh-o-o-oes. o-uh-o-o-oh)
We are the heroes of our time
(We keep dancing with the demons)
(You could be a hero)
Hero-oh-o-o-oes. o-uh-o-o-oh
But we're dancing with the demons in our minds
(We keep dancing with the demons)
(You could be a hero)
Hero-oh-o-o-oes. o-uh-o-o-oh

[Outro]
We are the heroes","[Verse 1]
Don't tell the gods I left a mess
I can't undo what has been done
Let's run for cover
What if I'm the only hero left
You better fire off your gun, once and forever
He said go dry your eyes and live your life like there is no tomorrow, son
And tell the others to go sing it like a hummingbird
The greatest anthem ever heard

[Chorus 1]
We are the heroes of our time
But we're dancing with the demons in our minds
We are the heroes of our time
Hero-oh-o-o-oes. o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-uh-o-o-o
O-oh-o-o-oh
We are the heroes of our time
Hero-oh-o-o-oes, o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-oh-o-o-oes, o-uh-o-o-oh

[Verse 2]
The crickets sing a song for you
Don't say a word, don't make a sound
It's life's creation
I make worms turn into butterflies
Wake up and turn this world around in appreciation
He said I never left your side
When you were lost I followed right behind
Was your foundation
Now go sing it like a hummingbird
The greatest anthem ever heard

[Chorus 1]
We are the heroes of our time
Hero-uh-o-o-oes, o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-oh-o-o-oes, o-uh-o-o-oh
(We keep dancing with the demons)
(You could be a hero)

[Bridge]
Now go sing it like a hummingbird
The greatest anthem ever heard
Now sing together

[Chorus 2]
We are the heroes of our time
(Hero-oh-o-o-oes. o-uh-o-o-oh)
But we're dancing with the demons in our minds
(Hero-oh-o-o-oes. o-uh-o-o-oh)
We are the heroes of our time
(We keep dancing with the demons)
(You could be a hero)
Hero-oh-o-o-oes. o-uh-o-o-oh
But we're dancing with the demons in our minds
(We keep dancing with the demons)
(You could be a hero)
Hero-oh-o-o-oes. o-uh-o-o-oh

[Outro]
We are the heroes"
2016,Ukraine,1944,Jamala,Jamala,21.0,287.0,534.0,Stockholm,1428,Ukraine,13,Jamala,English/Crimean Tatar,1,534,61,2016,Sweden,Stockholm,"[Verse 1]
When strangers are coming
They come to your house
They kill you all
And say
We’re not guilty
Not guilty

[Pre-Chorus]
Where is your mind?
Humanity cries
You think you are gods
But everyone dies
Don't swallow my soul
Our souls

[Chorus]
Yaşlığıma toyalmadım
Men bu yerde yaşalmadım
Yaşlığıma toyalmadım
Men bu yerde yaşalmadım

[Verse 2]
We could build a future
Where people are free
To live and love
The happiest time
Hard time

[Pre-Chorus]
Where is your heart?
Humanity rise
You think you are gods
But everyone dies
Don't swallow my soul
Our souls

[Chorus]
Yaşlığıma toyalmadım, ooh
Men bu yerde yaşalmadım, aah
Yaşlığıma toyalmadım, ooh
Men bu yerde yaşalmadım, ooh
Aman, aman

[Bridge]
Aah....
Aah....

[Chorus]
(Yaşlığıma toyalmadım)
Aah...
Men bu yerde yaşalmadım
Aah...
(Yaşlığıma toyalmadım, ooh)
Aah...
Vatanıma toyalmadım","[Verse 1]
When strangers are coming
They come to your house
They kill you all
And say
We’re not guilty
Not guilty

[Pre-Chorus]
Where is your mind?
Humanity cries
You think you are gods
But everyone dies
Don't swallow my soul
Our souls

[Chorus]
Yaşlığıma toyalmadım
Men bu yerde yaşalmadım
Yaşlığıma toyalmadım
Men bu yerde yaşalmadım

[Verse 2]
We could build a future
Where people are free
To live and love
The happiest time
Hard time

[Pre-Chorus]
Where is your heart?
Humanity rise
You think you are gods
But everyone dies
Don't swallow my soul
Our souls

[Chorus]
Yaşlığıma toyalmadım, ooh
Men bu yerde yaşalmadım, aah
Yaşlığıma toyalmadım, ooh
Men bu yerde yaşalmadım, ooh
Aman, aman

[Bridge]
Aah....
Aah....

[Chorus]
(Yaşlığıma toyalmadım)
Aah...
Men bu yerde yaşalmadım
Aah...
(Yaşlığıma toyalmadım, ooh)
Aah...
Vatanıma toyalmadım"
2017,Portugal,Amar pelos dois,Salvador Sobral,Luísa Sobral,11.0,370.0,758.0,Kyiv,1447,Portugal,49,Salvador Sobral,Portuguese,1,758,62,2017,Ukraine,Kiev,"[Letra de ""Amar pelos dois""]

[Verso 1]
Se um dia alguém perguntar por mim
Diz que vivi para te amar
Antes de ti só existi
Cansado e sem nada para dar

[Refrão]
Meu bem, ouve as minhas preces
Peço que regresses, que me voltes a querer
Eu sei que não se ama sozinho
Talvez devagarinho possas voltar a aprender

[Refrão]
Meu bem, ouve as minhas preces
Peço que regresses, que me voltes a querer
Eu sei que não se ama sozinho
Talvez devagarinho possas voltar a aprender

[Verso 2]
Se o teu coração não quiser ceder
Não sentir paixão, não quiser sofrer
Sem fazer planos do que virá depois
O meu coração pode amar pelos dois","If one day someone asks about me
Say that I lived just to love you
Before you, I only existed
Tired and without a thing to offer My dear, listen to my prayers
I ask you to come back, that you come back to love me
I know we can't love alone
Maybe little by little you can learn again My dear, listen to my prayers
I ask you to come back, that you come back to love me
I know we can't love alone
Maybe little by little you can learn again If your heart doesn't wish to do so
To feel the passion, If it doesn't want to suffer
Without making plans about what will happen
My Heart can love for the both of us"
