Song,English Lyrics
Occidentali's Karma,"Be or must be-
Hamletic doubt
contemporary like the Neolithic man.
Get comfortable in your cage 2x3.
Intellectuals in coffee bars,
Internetologists
Honorary associates in the anonymous meetings of selfie-addicted
Intelligence is out-of-date
Easy answers
Worthless dilemmas. A.A.A Seeking, seek, yes
Grand finale's stories
Hoping, hope, yes
Whatever happens, panta rhei
and singing in the rain. Chorus:
Nirvana lessons
there is Buddha in indian style, one line
Ricreation time for everyone, glory time.
The crowd shouts out a mantra,
evolution stumbles.
the naked ape is dancing;
Westerners' karma,
Westerners' karma,
the naked ape is dancing,
Westerners' karma. It rains drops of Chanel,
on aseptic bodies,
save yourself from the smell of your own kind
Each person is a know-it-all thanks to the web,
communities' cocaine,
the poor people's opium. A.A.A Seeking, seek, yes
virtual humanity,
sex appeal, sex appeal,
Whatever happens, panta rhei
and singing in the rain. Chorus:
Nirvana lessons
there is Buddha in indian style, one line
Ricreation time for everyone, glory time.
The crowd shouts out a mantra,
evolution stumbles.
the naked ape is dancing;
Westerners' karma,
Westerners' karma,
the naked ape is dancing
Westerners' karma. When life becomes distracted,
men fall.
Westerners' karma,
Westerners' karma,
the ape gets back up
Namaste, yeah! Chorus:
Nirvana lessons
there is Buddha in indian style, one line
Ricreation time for everyone, glory time.
The crowd shouts out a mantra,
evolution stumbles.
the naked ape is dancing;
Westerners' karma,
Westerners' karma,
the naked ape is dancing,
Westerners' karma."
Do It for Your Lover,"Do It for Your Lover
Sometimes it's hard to say all the things you want to
Sometimes life harms you without even warning you
Sometimes it reminds me of a melody
So lost and frustrated it won't let you see the daylight
Do it for your lover, do it for your lover baby, clap your hands and do it for your lover.
Do it for your lover, do it for your lover baby, clap your hands and do it for your lover,
Do it for your lover, do it for your lover,
Do it for those you ever care and love
And love
And love
Hold my hand, don't close that door
Let the pain and sorrow just go away
Then shout, get out there and fly
And you'll see it's worth doing it for your loved ones
So
Do it for your lover, do it for your lover baby, clap your hands and do it for your lover.
Do it for your lover, do it for your lover baby, clap your hands and do it for your lover,
Do it for your lover, do it for your lover,
Do it for those you ever care and love
And love
Just do it, just do it, just do it for your lover
Just do it, just do it, just do it for your lover,
Just do it, just do it, just do it for your lover
Just do it just do it, just do it for your lover.
Do it for your lover, do it for your lover baby, clap your hands and do it for your lover.
Do it for your lover, do it for your lover baby, clap your hands and do it for your lover,
Do it for your lover, do it for your lover,
Do it for those you ever care and love
And love
Oh baby just do it
Oh baby just do it
Just do it"
Never Give Up on You,"[Verse 1]
Tell me your secrets
I'll keep them safe
No sign of weakness
It's a sign of faith
We'll stand tall
So you don't fall

[Verse 2]
You're not defeated
You're in repair
Don't have to call me
I'll always be there
We'll stand tall
So you don't fall

[Chorus]
If you could see how far you've walked
You would see that all's not lost
I will never give up on you
I don't care what I've got to lose
Just give me your hand and hold on
Together we'll dance through this storm
I will never give up on you
You're the one that I'm running to
Just give me your hand and hold on
Together we'll dance through this storm

[Verse 3]
Under the surface
I see you glow
I'm right beside you
You're never alone
Don't let go
When you're so close

[Chorus]
If you could see how far you've walked
You would see that all's not lost
I will never give up on you
I don't care what I've got to lose
Just give me your hand and hold on
Together we'll dance through this storm
I will never give up on you
You're the one that I'm running to
Just give me your hand and hold on
Together we're dancing through...

[Bridge]
...this madness
We're running through this magic
It's inside of you
It's madness, it's madness
Now you can see how far you've walked
The mountains climbed
The oceans crossed

[Chorus/Outro]
I don't care what I've got to lose
Just give me your hand and hold on
Together we'll dance through this storm
I will never give up on you
You're the one that I'm running to
Just give me your hand and hold on
Together we'll dance through this storm"
Perfect Life,"I come alive inside the light of the unexpected
Maybe I thrive outside the comfort zone
What is a prize without a fight? Yeah, I got addicted
To what I thought I wanted, and all along…

I’ve been walking asleep, dreaming awake
Finding I bend but I don’t break
I’m almost a sinner, nearly a saint
Finding with every breath I take
I’m not afraid of making mistakes
Sometimes it’s wrong before it’s right
That’s what you call a perfect life

Gathering thorns from the stems of a thousand roses
Weathering storms on the long way home
I look for the sweet in every bitter moment tasted
In every last mistake I see the other side

I’ve been walking asleep, dreaming awake
Finding I bend but I don’t break
I’m almost a sinner, nearly a saint
Finding with every breath I take
I’m not afraid of making mistakes
Sometimes it’s wrong before it’s right
That’s what you call a perfect
And that’s what you call a perfect
And that’s what you call a perfect life

I’ve been walking asleep, dreaming awake
Finding I bend but I don’t break
I’m almost a sinner, nearly a saint
Finding with every breath I take
I’m not afraid of making mistakes
Sometimes it’s wrong before it’s right
And that’s what you call a perfect
That’s what you call a perfect
That’s what you call a perfect life"
Time,"Slow down
Give me some time
Turn down
The volume of your cry
Let's take time to find
A place without violence
Let’s listen and hear
The true meaning of silence

Time to look
Time to see
Time to find

Time to look into your eyes
Time to find truth
Time against the lies
Time will give us a sign
I can make a promise
It’s our time to shine

Just listen
Take a look around
Stop missing
The things you haven’t found
You will realize
There’s no common ground
There’s no compromise
Between the time and sound"
Requiem,"Love dies, love is born
Centuries pass and disappear
What you believe to be dead
It's a season and nothing more One day tired of this wandering
You will go away, no matter
Because the world will still turn
Even when we won't turn anymore Kiss me, tell me that you love me
Make me smile right in the middle of a requiem
Kiss me, tell me that you love me
Make me dance until time takes back from us
What it had given Would you take me to paradise
With you nothing ever dies
You take my smile and make it bright
Before the night erases the light
I won't go below silver skies
The only darkness is in your eyes 
We cry but we still survive
It's the beauty of a requiem Sparks become flames
Little girls become women
What you believe to be love
It's a fire and nothing more Our heartbreaks, our declines
They're thought to be important
But tomorrow the day will be reborn
Like if we had not lived Kiss me, tell me that you love me
Make me smile in the middle of a requiem
Kiss me, tell me that you love me
Make me dance until time takes back from us
What it had given Would you take me to paradise
With you nothing ever dies
You take my smile and make it bright
Before the night erases the light
I won't go below silver skies
The only darkness is in your eyes 
We cry but we still survive
It's the beauty of a requiem Love is born, love dies
Tonight, I'm finally no longer afraid
I know that I will love you again
When the world won't turn anymore Love is born, love dies
Tonight, I'm finally no longer afraid
I know that I will love you again
When the world won't turn anymore Kiss me, tell me that you love me
Make me smile in the middle of a requiem
Kiss me, tell me that you love me
Make me dance until time takes back from us
What it had given Kiss me
Tell me that you love me
Kiss me Kiss me
Tell me that you love me
Kiss me"
X My Heart,"[Verse 1]
I can hear you when I wake
I can see you when I dream
I can feel you when I break
As you hold me, as you beam
Every night you fill the sky with new revelations
Misty moon, I'm your loon
Let's rock the nation

[Pre-Chorus]
Heaven knows we are
Made perfect we are
Tailored by the stars
Once we set our mind
We become divine
Take my hand, it's time

[Chorus]
I cross my heart, I tear down the firewalls
I cross my heart, I'm stronger than cannonballs
I'll never sto-o-o-o-op
Luna moon me up, to the to-o-op
I'll never sto-o-o-o-op
Luna moon me up, to the to-o-op

[Verse 2]
If you're stuck in all the noise
Let me be your secret voice
If you think that you don't count
Let me prove you different now

[Pre-Chorus]
Heaven knows we are
Made perfect we are
Tailored by the stars
Once we set our mind
We become divine
Take my hand, it's time

[Chorus]
I cross my heart, I tear down the firewalls
I cross my heart, I'm stronger than cannonballs
I'll never sto-o-o-o-op
Luna moon me up, to the to-o-op
I'll never sto-o-o-o-op
Luna moon me up, to the to-o-op

I cross my heart, I tear down the firewalls
I cross my heart, I'm stronger than cannonballs
I'll never sto-o-o-o-op
Luna moon me up, to the to-o-op
I'll never sto-o-o-o-op
Luna moon me up, to the to-o-op

[Outro]
I cross my heart"
Our Choice,"[Verse 1]
All the faces you see on your way
Have a story they could tell
Tiny traces of life’s joy and sorrow
Why can’t we treat each other well

[Chorus]
We all have a choice we can make
There’s always a choice we can make
To help and to heal in different ways
Too many are dying in vain
Together we could ease the pain
If somehow we could ease the pain

[Post-Chorus]
In every single language
There’s a word for love and for blame
Different voices, cultures, and people, and places
Inside we’re all the same

[Chorus]
We all have a choice we can make
There’s always a choice we can make
To help and to heal in different ways
Too many are dying in vain
Together we could ease the pain
If somehow we could ease the pain

[Verse 2]
We’ve only got each other now
Don’t walk away and play pretend
It might as well be you
Who’s suffering tonight

[Chorus]
We all have a choice we can make
There’s always a choice we can make
To help and to heal in different ways
Too many are dying in vain
Together we could ease the pain
If somehow we could ease the pain

[Outro]
Together we could make a change"
Mall,"A long wait
sweet and fiery
A few steps beat like a heart tonight
I follow her rhythm
Two hands that guide feel the warmth
This yearning that burns doesn`t know boundaries nor distance Nothing in this world can explain this feeling
when two hearts unite and beat like one I want to hush tonight lay in this bed
where the divine dreams heal every wound.
To see her portrait
Moments pass by
seconds don`t forgive
hours go but they can`t stop the feeling, no As by magic, the moon gazes our stares
it brings me your vision. Undried tear, enlighten this night
resound today from the silent soul.
Just a moment the pain stops me
This undried tear will drain one day
from the fiery kisses it dreamed
at that moment the pain will stop. Sweet this life, but it knows no boundaries
sometimes it caresses us, sometimes it separates us
I have you far away
You make me fight when my powers have given out
I dream of you even when I am awake As by magic, the moon gazes our stares
our eyes meet again, even though it is a fantasy
I will give my life to you."
A Matter of Time,"[Verse 1]
Sometimes it feels like it's meant to be broken
Sometimes we long for the unspoken
We try to avoid every commotion
By showing hardly any emotion
Sometimes it seems we're at the wrong station
Looking for a deadly combination
Sometimes it feels like imagination
Looking for all these cheap sensations

[Pre-Chorus]
Why don't we go against the tide?
Against all their advice
We keep running, we keep on running
It's just a matter of time

[Chorus]
Before it all echos, echos, and goes
Crashing against the walls
Hold my hand and keep your eyes closed
Before it all echos, echos, and goes
I suppose it's just a matter of time

[Verse 2]
Sometimes it feels like it's meant to be broken
Sometimes we act like we've already chosen
We try to retrieve something stolen
By remembering how it used to be golden

[Pre-Chorus]
Why don't we go against the tide?
Against all their advice
We keep running, we keep on running
It's just a matter of time

[Chorus]
Before it all echos, echos and goes
Crashing against the walls
Hold my hand and keep your eyes closed
Before it all echos, echos and falls
I suppose it's just a matter of time
Before it all echos, echos, and goes
Crashing against the walls
Hold my hand and keep your eyes closed
Before it all echos, echos, and goes
I suppose it's just a matter of time"
Lie to Me,"[Verse 1]
Oh, oh she a good girl at home
But her skirt goes up like Marilyn Monroe's
Papa likes the drama, mama hotter than lava
She rocking high heels Prada, her face like Madonna
By the way she moved, got me making a puddle
Baby, I already knew you would be nothing but a trouble
Dammit, everybody knows she never loved for real
Honey bunny up all night wannabe couple goals queen

[Pre-Chorus]
I know you 'bop-whop-a-lu bop' on his wood bamboo
When you were still seeing me and well he didn't even knew hmm
But Goddammit, come and count to three, now sit down GGY
I'm on fire

[Chorus]
So come and lie to me
Lie to me, oh baby, come a little closer
Lie to me
Lie to me, oh baby, lean upon my shoulder
Lie to me
Get down on my body and love me like it was always meant to be
Now you love somebody new, I always knew
So come and give it to me

[Verse 2]
When the beat dropped, she dropped, dropped it like it's hot
And now without a second thought she got me doing what I'm not
Then it got heavy, mom I'm feeling home already
But steady plenty motherfuckers wanna eat my spaghetti
Then she got one of my friends
She got him dripping on wood
I know it hurt so bad but it feels so good
Quit sweet talking me now baby I don't give a fuck
You should've thought about me before you fucked him at the club

[Pre-Chorus]
I know you 'bop-whop-a-lu bop' on his wood bamboo
When you were still seeing me and well he didn't even knew hmm
But Goddammit, come and count to three, now sit down GGY
I'm on fire

[Chorus]
So come and lie to me
Lie to me, oh baby, come a little closer
Lie to me
Lie to me, oh baby, lean upon my shoulder
Lie to me
Get down on my body and love me like it was always meant to be
Now you love somebody new, I always knew
So come and give it to me

[Bridge]
You know I like it
When you lie, lie, lie
You look so good
When you lie, lie, lie
Set my camel in the mood
When you lie, lie, lie
When you lie, lie, lie

[Chorus]
So come and lie to me
Lie to me, oh baby, come a little closer
Lie to me
Lie to me, oh baby, lean upon my shoulder
Lie to me
Get down on my body and love me like it was always meant to be
Now you love somebody new, I always knew
So come and give it to me"
When We're Old (Kol myliu),"[Verse 1]
I know I'll never forget
That day the first time we met
We've come a long way since then
And I would do it all again
From your very first smile
I knew that I'd walk a mile
See, it's for real when you know
You never wanna let go

[Chorus]
These are the reasons
I want you to know
You make this place feel like home
These are the reasons
I can't let you go, oh oh
Let's sing this song that we wrote
When we're old, ah ah
When we're old, ah ah

[Verse 2]
No matter what comes our way
I feel like you're here to stay
You were there right from the start
And let me inside your heart
After all this time
I hate the sound of goodbye
And if you leave, I would...

[Chorus]
These are the reasons
I want you to know
You make this place feel like home
These are the reasons
I can't let you go, oh oh
Let's sing this song that we wrote
When we're old, ah ah
When we're old, ah ah

[Outro]
Right from our very first kiss
I knew it'll end up like this
I'm not afraid to grow old
If I have your hand to hold"
Toy,"[Intro]
Ree, ouch, hey, hm, la
Ree, ouch, hey, hm, la
Ree, ree, ouch, ouch, ouch, la
Ree, ouch, hey, hm, la
Ree, ree, ouch, ouch, ouch, la
He's a baka-mhm-bak-mhm-bakbak-bak-mhm-boy
Baka-mhm-bak-mhm-bakbak
I'm not your
Ree, ouch, hey, hm, la
Ree, ree, ouch, ouch, ouch, la
He's a baka-mhm-bak-mhm-bakbak-bak-mhm-boy
Baka-mhm-bak-mhm-bakbak
I'm not your
Ree, ouch, hey, hm, la
Ree, ree, ouch, ouch, ouch, la
Ree, ouch, hey, hm, la

[Verse 1]
Look at me, I'm a beautiful creature
I don't care about your modern-time preachers
Welcome boys, too much noise, I will teach ya
Pam pam pa hoo, pram pam pa hoo
Hey, I think you forgot how to play
My teddy bear's running away
The Barbie got somethin' to say, hey, hey, hey
Hey! My ""Simon says"" leave me alone
I'm taking my Pikachu home
You're stupid just like your smartphone

[Pre-Chorus]
Wonder Woman don't you ever forget
You're divine and he's about to regret
He's a baka-mhm-bak-mhm-bakbak-bak-mhm-boy
Baka-mhm-bak-mhm-bakbak
I'm not your baka-mhm-bak-mhm-bak-mhm-bak-mhm-bak-mhm...

[Chorus]
I'm not your toy, not your toy
You stupid boy, stupid boy
I'll take you down now, make you watch me
Dancing with my dolls on the motha-bucka beat
Not your toy (cululoo, cululoo)
(Cululoo, cululoo)

[Verse 2]
A-A-A-Ani lo buba
Don't you go and play with me, boy
A-A-A-Ani lo buba
Don't you go and play, shake!
(Cululoo, cululoo) Wedding bells ringing
(Cululoo, cululoo) Money man bling-bling
I don't care about your Stefa, baby
Pam pam pa hoo, pram pam pa hoo

[Pre-Chorus]
Wonder Woman don't you ever forget
You're divine and he's about to regret
He's a baka-mhm-bak-mhm-bakbak-bak-mhm-boy
Baka-mhm-bak-mhm-bakbak
I'm not your baka-mhm-bak-mhm-bak-mhm-bak-mhm-bak-mhm...

[Chorus]
I'm not your toy, not your toy
You stupid boy, stupid boy
I'll take you down now, make you watch me
Dancing with my dolls on the motha-bucka beat

[Bridge]
I'll t-t-t-take you now
W-w-w-with me
Now, boy

[Chorus]
I'm not your toy
You stupid boy
I'll take you down now, make you watch me
Dancing with my dolls on the motha-bucka beat

[Outro]
(I'm not your toy) Look at me, I'm a beautiful creature
(You stupid boy) I don't care about your modern-time preachers
I'm not your toy, not your toy, not your toy, not your toy, toy
I'm not your toy, not your toy, not your toy, toy"
Forever,"[Verse 1]
It must be something that we call love
Wherever I go I'm coming back
And time cannot knock me off my track
This resolution is final
It must be something that we call love
It's when you're craving to say her name
And my reality seems to break apart with her arrival

[Chorus]
No need to worry, rain falling down
It's our happiest story and there's no one around
We will go for it and I know you'll be mine forever
Windows wide open, flying so high
Both of us roaming through magnificent sky
Rain keeps on falling and I know you'll be mine forever

[Verse 2]
It must be something that we call dream
When all you told me, I know by heart
The type of beauty I call supreme
And how it's driving me crazy

[Chorus]
No need to worry, rain falling down
It's our happiest story and there's no one around
We will go for it and I know you'll be mine forever
Windows wide open, flying so high
Both of us roaming through magnificent sky
Rain keeps on falling and I know you'll be mine forever

[Bridge]
You'll always sing me something new
I will always follow
When I first saw you here I knew
That I was blind before you

[Chorus]
No need to worry, rain falling down
It's our happiest story and there's no one around
We will go for it and I know you'll be mine forever
Windows wide open, flying so high
Both of us roaming through magnificent sky
Rain keeps on falling and I know you'll be mine forever"
La forza,"You know in the night for me
A star is there
You clear the way
For eternity
It is my guide
an immensity
That never leaves me The force of Destiny
Vaulting makes me
The hour is near to happiness
Is it a dream or reality
Our affinity
On the wings of love rising When I go that way
Always free
I would like it to be a fairy tale around us
Our love
Guide to us
In the infinite
For eternity The force of Destiny
Vaulting makes me
The hour is near to happiness
Is it a dream or reality
Our affinity
On the wings of love rising"
Bones,"[Verse 1]
Love is like a black hole
Everything is dark
You just gotta let go
And feel it, feel it, feel it
We fell off the deep end
Just to get a rush
You know that it's right when
You feel it, feel it, feel it

[Pre-Chorus]
What is life if it's just of the earth
Only of the flesh and bones
Wanna thrive in the dust of the universe
And way into unknown

[Chorus]
So I love beyond the bones
Goes deep inside your soul
I love beyond the bones
I love beyond the bones
I love beyond the bones

[Verse 2]
Wanna be the fire
Even if it burns
Offer up my fibers
To feel it, feel it, feel it

[Pre-Chorus]
What is life if it's just of the earth
Only of the flesh and bones
Wanna thrive in the dust of the universe
And way into unknown

[Chorus]
So I love beyond the bones
Goes deep inside your soul
I love beyond the bones
Goes deep inside your soul
I love beyond the bones
I love beyond the bones
I love beyond the bones

[Outro]
Into the unknown
Into the unknown
Where no other love goes
I love, I love beyond the bones"
Lost and Found,"[Intro]
Come and take me, I can show you how it's done
Come and take me when no one is around
Come and take me, I can show you how it's done
We'll be lost and we'll be

[Verse 1]
If you want me, I can tell you what it's all about
You're standing in the shadow, I'm wondering why
You're in the dark
I want a deeper, deeper love
I want you by my side
Just let me deeper, go deeper

[Pre-Chorus]
Come and take me, I can show you how it's done
Come and take me when no one is around
Come and take me, I can show you how it's done
We'll be lost and we'll be found
We'll be lost and we'll be found, found

[Chorus]
Have you ever thought about it?
We went too far, no there's no way back
No way back
Have you ever thought about it?
We went too far, no there's no way back
No way back

[Verse 2]
I wish you trust your intitution and let the journey start
You're afraid that you might suffer
But trust me what you'll find will blow your mind
I want a deeper, deeper love
I want you by my side
Just let me deeper, go deeper, go deeper

[Pre-Chorus]
Come and take me, I can show you how it's done
Come and take me when no one is around
Come and take me, I can show you how it's done
We'll be lost and we'll be found
We'll be lost and we'll be
Baby, you and I we'll be lost and found

[Chorus]
Have you ever thought about it?
We went too far, no there's no way back
No way back
Have you ever thought about it?
We went too far, no there's no way back
No way back

[Outro]
We'll be lost and we'll be"
Crazy,"[Verse 1]
You make me feel
You got me deep inside this love
You make my heart go
When I saw your eyes, boy
You're just like a movie, black and white
You make me go straight out of my mind

[Pre-Chorus 1]
I swear that I, I would remember
Roses, and horses, and the rain
Make it forever and I-I-I-I go

[Chorus]
Crazy
Go crazy for your love
Crazy
Go crazy for you love
Lo-o-o-ove
Lo-o-o-ove

[Post-Chorus]
I love you for this love knows no reason, no games
Just like Bonnie and Clyde, we walk the road together
No fear, no breaks

[Verse 2]
You light up my world
No I need no diamond or pearls, not that kind of girl
Over the moon
I'll be your queen and I'll be your fool

[Pre-Chorus 2]
Say you'll remember the
Roses, and horses, and the rain
Make it forever and I-I-I go

[Chorus]
Crazy
Go crazy for your love
Crazy
Go crazy for you love
Lo-o-o-ove
Lo-o-o-ove

[Bridge]
Ain't no running, no turning back
Now I'm caught in your web
Is it real, I keep asking myself
Sweet fantasy, I can't help, can't hide it
I'm shooting across the sky

[Outro]
I'm crazy for your love
Crazy, I'll go crazy, I'll go crazy
Lo-o-o-ove"
Nobody But You,"[Verse 1]
Lord, I'm gonna get so high tonight
I'm gonna let the floodgates open wide
I'm in open water
This is what I need
And though I try to get you off my mind

[Pre-Chorus]
And I get no sleep
I'm in too deep
I can't let you leave

[Chorus]
It wouldn't be right letting you go running away from love
Ain't nobody but you I can hold onto
So am I wrong giving my all making you stay tonight?
Ain't nobody but you I can hold onto
(Ain't nobody, ain't nobody)

[Verse 2]
(Hey)
Lord, I'm gonna bring you back tonight, girl
Oh, you're running circles round my mind
After your words have been my bible
How can I search for someone new?
When I really want you by my side

[Pre-Chorus]
And I get no sleep
I'm in too deep
To let you leave

[Chorus]
It wouldn't be right letting you go running away from love
Ain't nobody but you I can hold onto
(Ain't nobody, ain't nobody)
So am I wrong giving my all making you stay tonight?
Ain't nobody but you I can hold onto
(Ain't nobody, ain't nobody)

[Bridge]
Don't make me tear my heart out
I'm shaking 'til I fall down
Don't make me tear my heart out
Don't make me tear my heart out
I'm shaking 'til I fall down
Don't make me tear my heart out

[Chorus]
It wouldn't be right letting you go running away
Ain't nobody but you I can hold onto
So am I wrong giving my all making you stay tonight?
Ain't nobody but you I can hold onto
(Ain't nobody, ain't nobody)
It wouldn't be right letting you go running away from love
Ain't nobody but you I can hold onto
(Ain't nobody, ain't nobody)

[Outro]
Ain't nobody but you"
Oniro mou (Όνειρό μου),"If you look into the depth of me
You revive my dream
And if you look into my heart
I will take you into my arms How would you like me to say this
I would die for you
I would give my life for you
End and beginning, you are everything Why do you want to change me
And remove my blue
If you talk about my mountains
My loneliness will listen to  you How would you like me to say this
I would die for you
I would give my life for you
End and beginning, you are everything However much I may hurt
I would never remove you from the map
I would give my life to you
End and beginning,you are everything How would you like me to say this
I would die for you
I would give my life for you
End and beginning, you are everything However much I may hurt
I would never remove you from the map
I would give my life to you
End and beginning,you are everything"
Monsters,"[Verse 1]
Closed my eyes, so I couldn't see it
Felt so numb, but now I'm ready to feel it

[Pre-Chorus]
So tonight I'm making friends
With all the creatures that are hiding there under my bed

[Chorus]
I ain't gonna hold on to these monsters anymore
Now I'm gonna let in all the light, tear down the walls
At my worst I found my army strong
All the demons are gone
You can try and scare me now, but I ain't scared no more
I ain't scared no more
(I ain't, I ain't, I ain't scared no more)

[Verse 2]
It's my life, I'm ready to lead it
I'm gonna roll the dice, you better believe it

[Pre-Chorus]
So tonight I'm making friends
With all the creatures that are hiding there under my bed

[Chorus]
I ain't gonna hold on to these monsters anymore
Now I'm gonna let in all the light, tear down the walls
At my worst I found my army strong
All the demons are gone
You can try and scare me now, but I ain't scared no more
(I ain't, I ain't, I ain't scared no more)

[Bridge]
I ain't scared no more
No, no, I ain't scared, I ain't scared

[Chorus]
I ain't gonna hold on to these monsters anymore
Now I'm gonna let in all the light, tear down the walls
At my worst I found my army strong
All the demons are gone
You can try and scare me now, but I ain't scared no more
(I ain't, I ain't, I ain't scared no more)
I ain’t scared no more"
Qami (Քամի),"Deaf and dumb wind
When the soul is deep in the abyss
My friend becomes lonely What value does your love have?
He gives this simple question
In the clouds, they take your image What are the crazy wounds?
That opened your love,
By closing myself Wind, wind
Where did you take my warm memories?
Wind, wind
Give me wings to follow you
Wind I close my eyes
And it seems that I see
The path that leads you The stars were the liars
They said they were innocent
Love is the soul that looks for light Wind, wind
Where did you take my warm memories?
Wind, wind
Give me your wings to follow you Wind (Give me wings, give me wings)
Wind (That I'm going up) Wind (Give me wings, give me wings)
(That I'm going up) Wind (Give me wings, give me wings)
(That I'm going up) Wind (Give me wings, give me wings)
(That I'm going up)"
Stones,"[Verse 1]
Wild joker on a gold throne
Blood diamond, summer home
Wrong people with the right to know
But I can’t do anything about it
All saying that life’s hard
Don’t want it in our backyard
We should be further from the start
But I can’t do anything about it

[Pre-Chorus]
We so afraid, we fire away
What’s a life’s worth?
We so afraid, repeat the mistake
Just to come first

[Chorus]
We’re the liars in the face of facts
A different weapon but the same attack
No I ain’t throwing stones
No I ain’t throwing stones
Every lesson lost in the past
Pardon me but I don’t wanna go back
No I ain’t throwing stones
No I ain’t throwing stones

[Verse 2]
Think the boogie man will get me
Think different is the enemy
It’s been this way for centuries
And I can’t do anything about it
Can’t wait to light the cannonball
Can’t face the mirror says it all
Sins of the father make us fall
And I can’t do anything about it

[Pre-Chorus]
We so afraid, we fire away
Just to come first

[Chorus]
We’re the liars in the face of facts
A different weapon but the same attack
No I ain’t throwing stones
No I ain’t throwing stones
Every lesson lost in the past
Pardon me but I don’t wanna go back
No I ain’t throwing stones
Oh, because I know I ain’t standing alone

[Bridge]
I ain’t standing alone
No, I ain’t standing alone
I ain’t the only one who don’t wanna throw stones

[Chorus]
We’re the liars in the face of facts
A different weapon but the same attack
No I ain’t throwing stones
No I ain’t throwing stones
Every lesson lost in the past
Pardon me but I don’t wanna go back
No I ain’t throwing stones
No I ain’t throwing stones

[Outro]
We’re the liars in the face of facts
Different weapon but the same attack
No I ain’t throwing stones
No I ain’t throwing
No I ain’t throwing stones"
Together,"[Verse 1]
We were drifting like two icebergs out on the ocean
I was doing all I could to keep you close
There were troubles in the water
You swore it was nothing
You said that we would always stay afloat

[Pre-Chorus]
Why would true love, look me in the eye and lie, lie?

[Chorus]
I thought we'd be together 'til we die
I'll forever wonder why
I thought we'd be together 'til we die
I'll forever wonder why

[Verse 2]
Why have you been coming home so late in the evening?
Is there someone else that I should know about?
'Cause there's a smile on your face that I haven't seen
Since we started going out

[Pre-Chorus]
How could true love, look me in the eye and lie, lie?

[Chorus]
I thought we'd be together 'til we die
I'll forever wonder why
I thought we'd be together 'til we die
I'll forever wonder why
I'll forever wonder why

[Bridge]
We said ""Until death do us part""
And then you chose to break my heart
Remember right back to the start
When we said we'd be together 'til we die
I'll forever wonder why
I thought we'd be together 'til we die
I'll forever wonder why

[Outro]
You said we'd be together 'til we die
I'll forever wonder why
I thought we'd be together 'til we die
I'll forever wonder why
I'll forever wonder why"
Fuego,"[Verse 1]
Take a dive into my eyes
Yeah, the eyes of a lioness
Feel the power, they ain't lying
A little look, a little touch
You know the power of silence
Yeah keep it up, keep it up

[Pre-Chorus]
I was looking for some high-high-highs, yeah
'Til I got a dose of you
You got me pelican fly-fly-flyin'

[Chorus]
'Cause I'm way up and I ain't comin' down
Keep taking me higher
Ah yeah ah yeah ah yeah, yeah ah yeah ah yeah
'Cause I'm burning up and I ain't coolin' down
Yeah, I got the fire
Ah yeah ah yeah ah yeah, yeah ah yeah ah yeah

[Drop]
Fuego
Fuego
Ah yeah ah yeah ah yeah, yeah ah yeah ah yeah
Fuego

[Verse 2]
Take me in, take a breath
Ain't no hidden agenda
What you see is what you get

[Pre-Chorus]
I was looking for some high-high-highs, yeah
'Til I got a dose of you
You got me pelican fly-fly-flyin'

[Chorus]
'Cause I'm way up and I ain't comin' down
Keep taking me higher
Ah yeah ah yeah ah yeah, yeah ah yeah ah yeah
'Cause I'm burning up and I ain't coolin' down
Yeah, I got the fire
Ah yeah ah yeah ah yeah, yeah ah yeah ah yeah

[Drop]
Fuego
Fuego
Ah yeah ah yeah ah yeah, yeah ah yeah ah yeah
Fuego

[Bridge]
Oh, your love is like wild-wildfire
You got me pelican fly-fly-flyin'

[Chorus]
'Cause I'm way up and I ain't comin' down
Keep taking me higher
Ah yeah ah yeah ah yeah, yeah ah yeah ah yeah
'Cause I'm burning up and I ain't coolin' down
Yeah, I got the fire
Ah yeah ah yeah ah yeah, yeah ah yeah ah yeah

[Drop]
Fuego
Fuego
Ah yeah ah yeah ah yeah, yeah ah yeah ah yeah"
